transcript,Gene Ontology IDs
TRINITY_GG_12358_c9_g1_i1.p1,GO:0000014; GO:0002250; GO:0003684; GO:0004519; GO:0005654; GO:0005794; GO:0006303; GO:0008409; GO:0010212; GO:0030183; GO:0031848; GO:0033151; GO:0035312; GO:0036297; GO:0070419
TRINITY_GG_12552_c36_g1_i1.p1,GO:0000015; GO:0000287; GO:0004634; GO:0005737; GO:0005886; GO:0006096; GO:0042593; GO:0061621
TRINITY_GG_7847_c17_g1_i1.p1,GO:0000018; GO:0000346; GO:0000347; GO:0000445; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006396; GO:0006397; GO:0006406; GO:0006915; GO:0007165; GO:0008380; GO:0016363; GO:0016607; GO:0031297; GO:0032784; GO:0032786; GO:0046784; GO:0048297; GO:2000002
TRINITY_GG_17444_c11_g1_i2.p1,GO:0000019; GO:0000722; GO:0000723; GO:0000729; GO:0000781; GO:0000794; GO:0003677; GO:0003691; GO:0005524; GO:0005634; GO:0005654; GO:0006281; GO:0006302; GO:0006310; GO:0006974; GO:0007004; GO:0007131; GO:0016020; GO:0016887; GO:0030674; GO:0030870; GO:0031860; GO:0031954; GO:0032206; GO:0032508; GO:0033674; GO:0035825; GO:0035861; GO:0042802; GO:0043047; GO:0044818; GO:0046872; GO:0051880; GO:0070192; GO:0070533; GO:0090305; GO:0098687; GO:0110025; GO:0140664; GO:1904354
TRINITY_GG_19053_c6_g1_i1.p1,GO:0000022; GO:0000122; GO:0000775; GO:0000791; GO:0005634; GO:0005635; GO:0005643; GO:0005652; GO:0005654; GO:0005730; GO:0005737; GO:0005819; GO:0006325; GO:0006338; GO:0006355; GO:0006406; GO:0006606; GO:0007094; GO:0007346; GO:0007549; GO:0009408; GO:0010965; GO:0016363; GO:0017056; GO:0030496; GO:0031490; GO:0031965; GO:0034399; GO:0034976; GO:0035035; GO:0042405; GO:0043021; GO:0045840; GO:0045944; GO:0048133; GO:0051225; GO:0051233; GO:0051781; GO:0060236; GO:0060250; GO:0070090; GO:0072686; GO:0090235; GO:0090267; GO:0090316; GO:1901673; GO:1990047
TRINITY_GG_11229_c13_g1_i3.p1,GO:0000022; GO:0000132; GO:0000278; GO:0000776; GO:0000922; GO:0005737; GO:0005813; GO:0005819; GO:0007029; GO:0007052; GO:0007143; GO:0007344; GO:0007411; GO:0008017; GO:0015631; GO:0016325; GO:0030951; GO:0031122; GO:0035371; GO:0045196; GO:0045450; GO:0046785; GO:0048477; GO:0051010; GO:0051298; GO:0061863; GO:0090063
TRINITY_GG_14778_c7_g1_i1.p1,GO:0000022; GO:0005524; GO:0005694; GO:0005811; GO:0005813; GO:0005819; GO:0005874; GO:0007026; GO:0007079; GO:0007399; GO:0008017; GO:0008021; GO:0008344; GO:0008568; GO:0016021; GO:0016853; GO:0016887; GO:0030154; GO:0031117; GO:0031594; GO:0034214; GO:0035099; GO:0043195; GO:0045834; GO:0045886; GO:0045887; GO:0048691; GO:0050775; GO:0051013; GO:0051301; GO:1900074; GO:1900075; GO:2000331
TRINITY_GG_10087_c11_g1_i1.p1,GO:0000026; GO:0000030; GO:0004376; GO:0005789; GO:0006506; GO:0016021
TRINITY_GG_10607_c33_g1_i3.p3,GO:0000026; GO:0000030; GO:0005783; GO:0005789; GO:0006506; GO:0016021
TRINITY_GG_21264_c22_g1_i1.p1,GO:0000026; GO:0000030; GO:0005789; GO:0006487; GO:0016021; GO:0052918; GO:0052926
TRINITY_GG_13095_c55_g1_i1.p2,GO:0000027; GO:0000049; GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0005634; GO:0005791; GO:0014069; GO:0022625; GO:0022626; GO:0031672; GO:0036464; GO:0042788; GO:0045202; GO:1990932
TRINITY_GG_18308_c7_g1_i4.p2,GO:0000027; GO:0000055; GO:0000447; GO:0000794; GO:0002244; GO:0005654; GO:0005730; GO:0005783; GO:0007080; GO:0008097; GO:0030687; GO:0042273; GO:1901796; GO:1902570
TRINITY_GG_23691_c0_g1_i1.p1,GO:0000027; GO:0000122; GO:0001650; GO:0001932; GO:0002039; GO:0005654; GO:0005730; GO:0005829; GO:0006281; GO:0006364; GO:0006974; GO:0007095; GO:0008097; GO:0014067; GO:0031333; GO:0032435; GO:0032436; GO:0033553; GO:0039535; GO:0042802; GO:0042981; GO:0043231; GO:0050821; GO:0051726; GO:0051898; GO:0071456; GO:1901796; GO:1901797; GO:1901837; GO:1902570; GO:1903006; GO:1903715; GO:1990173
TRINITY_GG_3874_c16_g1_i1.p1,GO:0000027; GO:0000287; GO:0002181; GO:0003735; GO:0003906; GO:0004519; GO:0005509; GO:0005654; GO:0005829; GO:0005840; GO:0006284; GO:0016363; GO:0022625; GO:0022626; GO:0052720; GO:0070180; GO:0090305
TRINITY_GG_3777_c31_g2_i1.p1,GO:0000027; GO:0000463; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0008097; GO:0019843; GO:0042273; GO:1901796; GO:1902570
TRINITY_GG_5910_c35_g1_i1.p1,GO:0000027; GO:0000470; GO:0001510; GO:0001825; GO:0003723; GO:0005730; GO:0008284; GO:0009383; GO:0070475; GO:1901796
TRINITY_GG_18103_c33_g1_i1.p1,GO:0000027; GO:0000956; GO:0003723; GO:0005730; GO:0005737; GO:0006364; GO:0030687; GO:0042273
TRINITY_GG_22654_c10_g1_i1.p1,GO:0000027; GO:0001560; GO:0005634; GO:0005730; GO:0006364; GO:0019843; GO:0030687
TRINITY_GG_1728_c12_g1_i1.p1,GO:0000027; GO:0003723; GO:0005730; GO:0006364; GO:0019843
TRINITY_GG_19128_c8_g1_i1.p1,GO:0000027; GO:0003735; GO:0005634; GO:0006412; GO:0019843; GO:0022625; GO:1904841
TRINITY_GG_12932_c13_g1_i1.p1,GO:0000027; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0016020; GO:0016887; GO:0030687; GO:0045111; GO:2000200
TRINITY_GG_9250_c27_g1_i1.p1,GO:0000028; GO:0000462; GO:0002181; GO:0003735; GO:0006412; GO:0022626; GO:0022627; GO:0048027; GO:0070181
TRINITY_GG_10168_c50_g1_i1.p1,GO:0000028; GO:0000462; GO:0003723; GO:0005654; GO:0032040; GO:0034388
TRINITY_GG_6205_c8_g1_i1.p2,GO:0000028; GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844
TRINITY_GG_11811_c37_g1_i1.p1,GO:0000028; GO:0003723; GO:0003735; GO:0006364; GO:0006412; GO:0022627; GO:0046872
TRINITY_GG_6270_c11_g1_i1.p2,GO:0000028; GO:0003723; GO:0003735; GO:0006412; GO:0022627
TRINITY_GG_17663_c5_g1_i1.p1,GO:0000028; GO:0003729; GO:0003735; GO:0005763; GO:0005840; GO:0006412; GO:0019843; GO:0032543
TRINITY_GG_9037_c13_g1_i1.p1,GO:0000028; GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0006450; GO:0019843; GO:0022627
TRINITY_GG_12667_c7_g1_i1.p1,GO:0000028; GO:0003735; GO:0006412; GO:0022627
TRINITY_GG_10014_c8_g1_i1.p2,GO:0000028; GO:0005525; GO:0005743; GO:0005759; GO:0005829; GO:0019843; GO:0043024
TRINITY_GG_11852_c7_g1_i2.p1,GO:0000030; GO:0004169; GO:0005739; GO:0005783; GO:0006396; GO:0016021; GO:0035269
TRINITY_GG_8086_c0_g1_i1.p1,GO:0000030; GO:0004169; GO:0005783; GO:0005789; GO:0016021; GO:0035269; GO:0055074
TRINITY_GG_9842_c12_g1_i1.p1,GO:0000030; GO:0004169; GO:0005783; GO:0007605; GO:0016021; GO:0030968; GO:0032470; GO:0035269; GO:0051117; GO:1905584
TRINITY_GG_7415_c4_g1_i2.p1,GO:0000030; GO:0004169; GO:0005783; GO:0016021; GO:0035269
TRINITY_GG_15503_c11_g1_i1.p1,GO:0000030; GO:0004169; GO:0005789; GO:0016021; GO:0035269
TRINITY_GG_5853_c7_g1_i1.p1,GO:0000030; GO:0004376; GO:0005789; GO:0006506; GO:0016021; GO:0051751; GO:1990529
TRINITY_GG_24010_c6_g1_i3.p1,GO:0000030; GO:0005637; GO:0016020; GO:0016021; GO:0018406
TRINITY_GG_15134_c65_g1_i1.p1,GO:0000030; GO:0005789; GO:0010804; GO:0016021
TRINITY_GG_20295_c76_g1_i1.p1,GO:0000032; GO:0004475; GO:0005525; GO:0005737; GO:0006486; GO:0009298; GO:0016779; GO:0035167
TRINITY_GG_6610_c29_g1_i1.p2,GO:0000033; GO:0004378; GO:0005634; GO:0005737; GO:0005789; GO:0006486; GO:0006488; GO:0006490; GO:0016020; GO:0016021; GO:0046982; GO:0047485; GO:0048306; GO:0048471; GO:0051592; GO:0102704
TRINITY_GG_10168_c47_g1_i3.p1,GO:0000033; GO:0004583; GO:0005789; GO:0006487; GO:0006488; GO:0006490; GO:0016021; GO:0018279; GO:0042283
TRINITY_GG_17954_c9_g1_i1.p1,GO:0000035; GO:0000036; GO:0005739; GO:0005747; GO:0009249; GO:0032981
TRINITY_GG_10828_c7_g1_i1.p1,GO:0000038; GO:0001676; GO:0004467; GO:0005524; GO:0005634; GO:0005739; GO:0005741; GO:0005778; GO:0005783; GO:0005789; GO:0007405; GO:0008610; GO:0008654; GO:0010747; GO:0010976; GO:0015908; GO:0016020; GO:0016021; GO:0019432; GO:0019899; GO:0035338; GO:0042803; GO:0047676
TRINITY_GG_810_c10_g1_i1.p1,GO:0000038; GO:0001764; GO:0005052; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005794; GO:0005829; GO:0006625; GO:0006635; GO:0007006; GO:0007029; GO:0008022; GO:0016560; GO:0016561; GO:0021795; GO:0021895; GO:0031267; GO:0031333; GO:0032991; GO:0033328; GO:0040018; GO:0045046; GO:0047485; GO:0048468; GO:0050905; GO:0051262; GO:0140311
TRINITY_GG_11930_c12_g1_i1.p1,GO:0000038; GO:0003857; GO:0004300; GO:0004303; GO:0005777; GO:0006635; GO:0007568; GO:0008203; GO:0008209; GO:0008210; GO:0009410; GO:0014070; GO:0016508; GO:0016853; GO:0018812; GO:0030283; GO:0033989; GO:0036111; GO:0036112; GO:0042802; GO:0042803; GO:0044594; GO:0048545; GO:0060009; GO:0071407; GO:0106386
TRINITY_GG_9002_c20_g1_i2.p1,GO:0000038; GO:0005324; GO:0005524; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0006633; GO:0006635; GO:0006699; GO:0007031; GO:0009410; GO:0014070; GO:0015721; GO:0015910; GO:0016020; GO:0016021; GO:0016887; GO:0042626; GO:0042760; GO:0042803; GO:0043231; GO:0043621; GO:0047617; GO:0140359; GO:1903512
TRINITY_GG_4165_c20_g1_i4.p1,GO:0000038; GO:0005324; GO:0005524; GO:0005777; GO:0005778; GO:0005829; GO:0006635; GO:0007031; GO:0009617; GO:0015910; GO:0016021; GO:0016887; GO:0032000; GO:0042626; GO:0042760; GO:0042803; GO:0043217; GO:0046982; GO:0047617; GO:0140359; GO:1900016; GO:1903427; GO:1990535; GO:2001280
TRINITY_GG_806_c7_g1_i4.p1,GO:0000041; GO:0005375; GO:0005381; GO:0005384; GO:0005768; GO:0005886; GO:0005887; GO:0010042; GO:0015086; GO:0015293; GO:0015677; GO:0016020; GO:0016324; GO:0030001; GO:0034755; GO:0034761; GO:0046718; GO:0050916; GO:0055070; GO:0055071; GO:0055072; GO:0055076
TRINITY_GG_18610_c6_g1_i1.p1,GO:0000045; GO:0000132; GO:0005634; GO:0005694; GO:0005795; GO:0005815; GO:0005829; GO:0007030; GO:0008289; GO:0031468; GO:0043130; GO:0043161; GO:0046604; GO:0061025; GO:1904780
TRINITY_GG_14139_c2_g1_i1.p1,GO:0000045; GO:0000139; GO:0000226; GO:0000421; GO:0000422; GO:0005764; GO:0005776; GO:0005790; GO:0005829; GO:0005874; GO:0005875; GO:0005886; GO:0005930; GO:0006995; GO:0008017; GO:0008625; GO:0015031; GO:0015629; GO:0016236; GO:0031410; GO:0031625; GO:0032436; GO:0035020; GO:0048487; GO:0050811; GO:0097225; GO:1902524
TRINITY_GG_17738_c7_g1_i1.p1,GO:0000045; GO:0000139; GO:0000407; GO:0000421; GO:0000422; GO:0005739; GO:0005776; GO:0005789; GO:0005794; GO:0005802; GO:0010940; GO:0016021; GO:0017128; GO:0031902; GO:0031966; GO:0034045; GO:0034497; GO:0044805; GO:0055038; GO:0060349
TRINITY_GG_7103_c37_g1_i1.p1,GO:0000045; GO:0000139; GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005796; GO:0006891; GO:0015031; GO:0017157; GO:0032482; GO:0034067; GO:0048705; GO:1903358; GO:1903434; GO:2000156
TRINITY_GG_24404_c2_g1_i1.p1,GO:0000045; GO:0000153; GO:0000422; GO:0005829; GO:0015031; GO:0016567; GO:0019776; GO:0019777; GO:0019899; GO:0043653; GO:0044804; GO:0050765; GO:1902017
TRINITY_GG_21369_c7_g1_i1.p1,GO:0000045; GO:0000209; GO:0005634; GO:0005739; GO:0005776; GO:0005783; GO:0005829; GO:0005856; GO:0005925; GO:0006914; GO:0007049; GO:0007626; GO:0031410; GO:0035307; GO:0043009; GO:0043231; GO:0045591; GO:0048741; GO:0080008; GO:1901526; GO:1904544; GO:1990756; GO:2000045
TRINITY_GG_1149_c7_g1_i3.p1,GO:0000045; GO:0000407
TRINITY_GG_13349_c5_g1_i1.p1,GO:0000045; GO:0000407; GO:0000421; GO:0000422; GO:0001889; GO:0001934; GO:0005764; GO:0005789; GO:0005829; GO:0006468; GO:0006914; GO:0007049; GO:0007507; GO:0008285; GO:0010508; GO:0019898; GO:0019901; GO:0030242; GO:0031965; GO:0034045; GO:0034727; GO:0045793; GO:0046330; GO:0046777; GO:0060090; GO:0061709; GO:0061723; GO:0097191; GO:1903059; GO:1990316; GO:2001237
TRINITY_GG_23072_c37_g1_i2.p1,GO:0000045; GO:0000407; GO:0000421; GO:0005730; GO:0005783; GO:0005789; GO:0005886; GO:0006914; GO:0007566; GO:0016021; GO:0016240; GO:0017128; GO:0033116; GO:0034329; GO:0042953; GO:0098609; GO:0140056; GO:1901896; GO:1990456
TRINITY_GG_12258_c15_g1_i3.p1,GO:0000045; GO:0000407; GO:0000422; GO:0005576; GO:0005737; GO:0005829; GO:0005930; GO:0006497; GO:0006501; GO:0006914; GO:0006995; GO:0009267; GO:0015031; GO:0016236; GO:0019778; GO:0019779; GO:0031401; GO:0032446; GO:0034727; GO:0034774; GO:0039521; GO:0042752; GO:0042803; GO:0043065; GO:0044805; GO:0045732; GO:0048511; GO:0051607; GO:0071455; GO:1904813
TRINITY_GG_15981_c13_g1_i3.p1,GO:0000045; GO:0000407; GO:0000422; GO:0005764; GO:0005829; GO:0006497; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025
TRINITY_GG_20425_c39_g1_i1.p1,GO:0000045; GO:0000407; GO:0000422; GO:0005789; GO:0005811; GO:0019898; GO:0032266; GO:0034045; GO:0034727; GO:0044805; GO:0061709; GO:0120013
TRINITY_GG_12622_c39_g1_i6.p1,GO:0000045; GO:0000407; GO:0000422; GO:0005829; GO:0006497; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025; GO:1901981; GO:2000786
TRINITY_GG_14900_c15_g1_i2.p1,GO:0000045; GO:0000407; GO:0004672; GO:0005524; GO:0005737; GO:0005768; GO:0005770; GO:0005777; GO:0005829; GO:0006468; GO:0006497; GO:0006622; GO:0006897; GO:0006914; GO:0007032; GO:0007049; GO:0009267; GO:0010506; GO:0016020; GO:0016236; GO:0016241; GO:0016301; GO:0016303; GO:0016485; GO:0030242; GO:0030496; GO:0032465; GO:0034271; GO:0034272; GO:0034497; GO:0035004; GO:0035032; GO:0036092; GO:0042149; GO:0043201; GO:0044754; GO:0045022; GO:0045335; GO:0046854; GO:0048015; GO:0050708; GO:0051301; GO:0052742; GO:0097352
TRINITY_GG_5137_c23_g1_i2.p1,GO:0000045; GO:0000407; GO:0006897; GO:0006914; GO:0006979; GO:0006995; GO:0009267; GO:0009306; GO:0016322; GO:0030097; GO:0031267; GO:0032465; GO:0034271; GO:0034272; GO:0035096; GO:0045324; GO:0045824; GO:0050829; GO:0061723
TRINITY_GG_10512_c86_g1_i1.p3,GO:0000045; GO:0000421; GO:0000422; GO:0005776; GO:0005829; GO:0005874; GO:0006995; GO:0008017; GO:0009267; GO:0012505; GO:0016236; GO:0031090; GO:0031410; GO:0031625; GO:0032527; GO:0035973; GO:0036464; GO:0097352
TRINITY_GG_20784_c8_g1_i1.p1,GO:0000045; GO:0000421; GO:0000423; GO:0001932; GO:0001933; GO:0001934; GO:0005776; GO:0005789; GO:0005829; GO:0005930; GO:0006468; GO:0006622; GO:0008333; GO:0009267; GO:0010608; GO:0016236; GO:0016240; GO:0016241; GO:0034045; GO:0035032; GO:0036092; GO:0042149; GO:0043552; GO:0044233; GO:0045022; GO:0045335; GO:0051020; GO:0061635; GO:0090207; GO:0097352; GO:0097629; GO:0097632; GO:0098780
TRINITY_GG_25576_c2_g1_i3.p1,GO:0000045; GO:0000421; GO:0005737; GO:0005930; GO:0006501; GO:0015031; GO:0016236; GO:0016237; GO:0034045; GO:0034274; GO:0036020; GO:0097225; GO:0120095
TRINITY_GG_14817_c7_g1_i1.p1,GO:0000045; GO:0000422; GO:0001974; GO:0002718; GO:0005737; GO:0005776; GO:0005829; GO:0005930; GO:0006497; GO:0006501; GO:0006914; GO:0006995; GO:0009410; GO:0009620; GO:0010040; GO:0010659; GO:0010667; GO:0016020; GO:0016236; GO:0016567; GO:0019883; GO:0030424; GO:0030670; GO:0031397; GO:0032480; GO:0032991; GO:0034045; GO:0034274; GO:0035973; GO:0039689; GO:0042311; GO:0043687; GO:0044233; GO:0044804; GO:0045060; GO:0045824; GO:0048840; GO:0050687; GO:0050765; GO:0051279; GO:0051649; GO:0055015; GO:0060047; GO:0060548; GO:0061684; GO:0061739; GO:0070254; GO:0070257; GO:0071500; GO:1901096; GO:1902017; GO:1902617; GO:1904973; GO:2000378; GO:2000619
TRINITY_GG_12254_c23_g1_i2.p1,GO:0000045; GO:0000422; GO:0004674; GO:0005524; GO:0005737; GO:0006914; GO:0007165; GO:0010508; GO:0018105; GO:0030659; GO:0034045; GO:0034727; GO:0042594; GO:0044805; GO:0046777; GO:0048668; GO:0048671; GO:0048675; GO:0061709; GO:0106310
TRINITY_GG_12344_c30_g1_i1.p2,GO:0000045; GO:0000422; GO:0005654; GO:0005776; GO:0006497; GO:0006501; GO:0006914; GO:0016020; GO:0016236; GO:0032480; GO:0032991; GO:0034045; GO:0034274; GO:0044804; GO:0045087; GO:0045824; GO:0050687; GO:1901096; GO:1904973; GO:1990234
TRINITY_GG_7469_c21_g2_i5.p1,GO:0000045; GO:0000422; GO:0005829; GO:0006497; GO:0009267; GO:0019898; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025
TRINITY_GG_5380_c52_g1_i3.p1,GO:0000045; GO:0000423; GO:0004175; GO:0004197; GO:0005737; GO:0005739; GO:0005776; GO:0005783; GO:0005829; GO:0006508; GO:0006914; GO:0008233; GO:0008234; GO:0009267; GO:0015031; GO:0016237; GO:0019786; GO:0031173; GO:0031410; GO:0034497; GO:0045732; GO:0051697; GO:0097110
TRINITY_GG_13922_c5_g1_i2.p1,GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0030433; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1903071
TRINITY_GG_573_c19_g1_i1.p1,GO:0000045; GO:0001649; GO:0001894; GO:0005634; GO:0005776; GO:0005829; GO:0006511; GO:0008104; GO:0010508; GO:0016605; GO:0031410; GO:0043130; GO:0045893; GO:1903828
TRINITY_GG_11091_c6_g1_i1.p1,GO:0000045; GO:0003924; GO:0005525; GO:0005737; GO:0005776; GO:0005813; GO:0005829; GO:0005886; GO:0006886; GO:0006968; GO:0010008; GO:0030054; GO:0030670; GO:0042308; GO:0045335; GO:0046039; GO:0060271; GO:0097094
TRINITY_GG_15411_c10_g1_i5.p1,GO:0000045; GO:0005543; GO:0005737; GO:0005829; GO:0009267; GO:0016020; GO:0042171; GO:0048488; GO:0050803; GO:0061174; GO:0097320; GO:0097749; GO:0097753; GO:0150007
TRINITY_GG_13308_c1_g1_i1.p1,GO:0000045; GO:0005739; GO:0005783; GO:0006915; GO:0032469; GO:0034497; GO:0044325; GO:0072659; GO:1990456
